scenario,case,step_index,sweep_x,sweep_key,sweep_xlabel,gt_C_MD,mean_cov_C_MD,median_cov_C_MD,n_rel_err_C_MD,mean_rel_err_C_MD,median_rel_err_C_MD,std_rel_err_C_MD,p90_rel_err_C_MD,max_rel_err_C_MD,n_abs_err_C_MD,mean_abs_err_C_MD,median_abs_err_C_MD,std_abs_err_C_MD,p90_abs_err_C_MD,max_abs_err_C_MD
frac_gauss_2,Frac_0.90,10,0.9,frac,Isotropic fraction,0.05436746039390118,0.15011403407127671,0.1505461609111195,100,1.7611007206089058,1.7690489829833478,0.15260993247686533,1.9353623678011544,2.1075434565589677,100,0.0957465736773755,0.09617870051721833,0.008297014459651909,0.10522073687927608,0.11458178540289528
partial_volume_triplet,partial_volume_triplet_fiso0.90,10,0.9,partial_volume,Isotropic fraction,0.059875707497812944,0.1517604913858012,0.15193088821515077,100,1.5345920362000651,1.5374378786371803,0.13020375093416056,1.6850677161610037,1.7947109728314272,100,0.09188478388798829,0.09205518071733784,0.007796041706051886,0.10089462168686394,0.10745958925236986
spheres_2,spheres_csf_1500_w0.52,8,0.52,spheres_w,Half-width [um2/ms],0.04274028514974986,0.10520238370680915,0.11222108871831796,100,1.5106287354026264,1.6256513807787436,0.6092281699823903,2.246666394008409,2.734284332071985,100,0.06456470290651428,0.06948080356856809,0.026038585706307637,0.09602316231627966,0.11686409203324999
spheres_2,spheres_csf_1500_w0.60,9,0.6,spheres_w,Half-width [um2/ms],0.05740910709478675,0.10229951811378038,0.11120211678755457,100,0.8631049201701997,0.9370117811439136,0.47358280404851133,1.505347229475462,1.897005546928187,100,0.04955008279608836,0.05379300969276782,0.027187965915870395,0.08642064031179732,0.1089053946030048
iso_bimod_gauss_2,iso_bimod0.80_V0.05,2,0.05,md_0.80,V[D_iso] [um4/ms2],0.07335930644414382,0.08700851855042219,0.09502397775865537,100,0.6617366325933098,0.5747195242633452,0.46429927828720463,1.1937323252526855,2.7130192250604765,100,0.048544540415728435,0.04216102569986728,0.03406067303766585,0.08757137546049211,0.19902520872006507
frac_gauss_2,Frac_0.10,2,0.1,frac,Isotropic fraction,0.29626154705702934,0.10259733185355899,0.1065923868722258,100,0.6536933906113392,0.6402084984329501,0.1659084441663455,0.8289608799637634,1.4378849176003248,100,0.19366421520347032,0.18966916018480354,0.04915229233854629,0.245589232747821,0.4259900101782414
partial_volume_triplet,partial_volume_triplet_fiso0.10,2,0.1,partial_volume,Isotropic fraction,0.33814907787049936,0.1295852486255537,0.1378494911573957,100,0.6167807126915164,0.5923410703187315,0.12152472452332788,0.7957415360871772,0.95692214044242,100,0.20856382924494568,0.20029958671310366,0.04109347353602978,0.2690792666511337,0.3235823393844688
spheres_2,spheres_csf_1500_w0.70,10,0.7,spheres_w,Half-width [um2/ms],0.07312023339430347,0.11332049418645251,0.11493490730392435,100,0.5830713703704575,0.5718618769189884,0.3273175377506415,1.0171451636258715,1.2172454691900876,100,0.04263431468702421,0.041814673909620875,0.023933534754375638,0.07437389176021071,0.08900527280533764
partial_volume_triplet,partial_volume_triplet_fiso0.20,3,0.2,partial_volume,Isotropic fraction,0.35575132213513183,0.1550438241255211,0.15737584836843765,100,0.564179204746208,0.557623995818465,0.07920736379886163,0.667669459647184,0.8256575407642567,100,0.20070749800961074,0.19837547376669418,0.028178124394283403,0.23752429301873476,0.29372876175772583
frac_gauss_2,Frac_0.20,3,0.2,frac,Isotropic fraction,0.3360655756395373,0.15215202336061978,0.15771974344325618,100,0.54725495739612,0.5306875952911471,0.0873745668915539,0.6561952314435605,0.8415074517929888,100,0.18391355227891748,0.17834583219628114,0.02936358411866532,0.22052462818699958,0.282801686191771
frac_gauss_2,Frac_0.80,9,0.8,frac,Isotropic fraction,0.10657529825669368,0.15864377929294593,0.16001369533234433,100,0.48856050030319287,0.5014144736141458,0.07733712382207081,0.5782929852002414,0.6645603499291474,100,0.052068481036252265,0.05343839707565065,0.008242227037652044,0.06163174737746947,0.0708257175032716
frac_gauss_2,Frac_0.30,4,0.3,frac,Isotropic fraction,0.3243847924433706,0.16869621426907494,0.16821593709065374,100,0.479950299154283,0.48143087774369075,0.05343936095562917,0.5432290851413047,0.6078063095492046,100,0.15568857817429566,0.15616885535271685,0.017334916011898134,0.17621525403276422,0.1971631235688898
partial_volume_triplet,partial_volume_triplet_fiso0.30,4,0.3,partial_volume,Isotropic fraction,0.3602248849252295,0.1925895089351414,0.19236203042723504,100,0.46536311899963145,0.46599460926425756,0.050777133972298105,0.5216371165568362,0.6107175183380147,100,0.1676353759900881,0.16786285449799448,0.01829118724200405,0.1879066702844149,0.21999564776513308
frac_gauss_2,Frac_0.40,5,0.4,frac,Isotropic fraction,0.29245027943146046,0.17660984327770987,0.1783902696246908,100,0.3961030106688591,0.39001504812547505,0.05452066117588831,0.4695339013624961,0.5560916831154725,100,0.11584043615375059,0.11406000980676968,0.015944582595676514,0.13731532065600577,0.1626291681166311
partial_volume_triplet,partial_volume_triplet_fiso0.40,5,0.4,partial_volume,Isotropic fraction,0.33908845015801736,0.20593570912015477,0.2068830439806107,100,0.39267849133703187,0.38988472215965514,0.03965379740192253,0.4405754509657869,0.5082902880686045,100,0.1331527410378626,0.13220540617740667,0.013446144703897924,0.14939404684565824,0.1723553660115553
partial_volume_triplet,partial_volume_triplet_fiso0.80,9,0.8,partial_volume,Isotropic fraction,0.11942831104352888,0.16516021399832467,0.16618445239740182,100,0.3829234672683894,0.39149964481061256,0.05742175690464596,0.45035733657735194,0.5196583735286734,100,0.045731902954795754,0.04675614135387292,0.006857783444273958,0.05378541607349522,0.06206192187015672
iso_bimod_gauss_2,iso_bimod0.80_V0.09,3,0.09,md_0.80,V[D_iso] [um4/ms2],0.12444283799582992,0.12006893299498594,0.13086130843349592,100,0.32334904746208665,0.2377598020514732,0.2792688073104783,0.6548121665199709,1.2865115859035403,100,0.040238473129430366,0.02958750452861207,0.03475300294542649,0.08148668435594313,0.1600971528643525
partial_volume_triplet,partial_volume_triplet_fiso0.50,6,0.5,partial_volume,Isotropic fraction,0.28110475864368867,0.19753242206846736,0.19728774958584422,100,0.2972996151984482,0.2981700112878053,0.03143731167299116,0.33313804457158225,0.3801777420421708,100,0.08357233657522131,0.08381700905784444,0.008837177910242595,0.09364668961432503,0.10686977241846696
frac_gauss_2,Frac_0.50,6,0.5,frac,Isotropic fraction,0.2522396590037754,0.18003383798950945,0.18078928513895698,100,0.2862587957002637,0.2832638378398259,0.046256038587965995,0.3465961075153827,0.40230039221616815,100,0.0722058210142659,0.0714503738648184,0.011667607400294018,0.087425283971716,0.10147611374969134
partial_volume_triplet,partial_volume_triplet_fiso0.60,7,0.6,partial_volume,Isotropic fraction,0.23311304084403903,0.18928030492963954,0.1892788167936016,100,0.18803210560718953,0.18803848936003592,0.037993517502356675,0.23692952724611663,0.2778221582682958,100,0.04383273591439944,0.04383422405043745,0.008856784397335584,0.055231362562082845,0.06476396812777632
iso_bimod_gauss_2,iso_bimod0.80_V0.13,4,0.13,md_0.80,V[D_iso] [um4/ms2],0.17014409952916226,0.15884600992126602,0.16206647010252748,100,0.17578991330899565,0.11325064832724392,0.15849074696832063,0.43438479622229864,0.6292834637421129,100,0.029909616506268565,0.019268929580732744,0.026966265426629218,0.07390801000240166,0.10706886828699402
frac_gauss_2,Frac_0.60,7,0.6,frac,Isotropic fraction,0.2062830642339866,0.17644349752967392,0.17738344883407486,100,0.14465349744109707,0.1400968882599637,0.048026146317315575,0.21212622381942067,0.25635334140663224,100,0.029839566704312637,0.028899615399911732,0.00990698062568565,0.04375804745385457,0.05288135279198142
iso_bimod_gauss_2,iso_bimod0.80_V0.41,9,0.41,md_0.80,V[D_iso] [um4/ms2],0.3920035170108319,0.33668149979121303,0.3384651168435401,100,0.14112632876732634,0.1365763260889632,0.034879239226755274,0.19005319708359625,0.2244331980923068,100,0.055322017219618866,0.053538400167291805,0.013672784447550235,0.07450152167592251,0.087978602986173
iso_bimod_gauss_2,iso_bimod0.80_V0.33,8,0.33,md_0.80,V[D_iso] [um4/ms2],0.34174499082974097,0.2940480673015098,0.29717437684081116,100,0.13956875684534611,0.1304206797024718,0.049581809341208406,0.21017294555745675,0.29791466574476533,100,0.04769692352823115,0.04457061398892981,0.01694433497863323,0.0718255513521927,0.10181084471299018
iso_bimod_gauss_2,iso_bimod0.80_V0.49,10,0.49,md_0.80,V[D_iso] [um4/ms2],0.43294652908140474,0.3746147795050594,0.3753735408533345,100,0.13473199496508126,0.13297944286613067,0.02262966986092574,0.1620322690705627,0.1931707048681082,100,0.058331749576345224,0.05757298822807025,0.009797437020545875,0.07015130849328437,0.08363258619285585
iso_bimod_gauss_2,iso_bimod0.80_V0.27,7,0.27,md_0.80,V[D_iso] [um4/ms2],0.2982273944374366,0.26186973502536726,0.26294444480880885,100,0.12264534430702617,0.11830888203675602,0.0682859939016508,0.21029177072425392,0.384628982978794,100,0.03657620147256672,0.0352829496286278,0.020364754037860002,0.06271476685472906,0.1147068994188869
iso_bimod_gauss_2,iso_bimod0.80_V0.21,6,0.21,md_0.80,V[D_iso] [um4/ms2],0.2485340535912484,0.22234825658151422,0.22060517560066106,100,0.11316536995840341,0.11237445165772157,0.07868922842904984,0.21920212087027396,0.3354779889450417,100,0.028125448121915274,0.027928877990587325,0.019556952915439456,0.05447919165568797,0.08337770448315124
iso_bimod_gauss_2,iso_bimod0.80_V0.17,5,0.17,md_0.80,V[D_iso] [um4/ms2],0.2112892340496986,0.19512800281744944,0.19631580732978532,100,0.11243745629269819,0.08399767221582974,0.10902439051027234,0.22353223983197845,0.7059150446536926,100,0.02375682401858066,0.017747803824440314,0.023035679963650666,0.047229955739512254,0.1491522490890375
frac_gauss_2,Frac_0.70,8,0.7,frac,Isotropic fraction,0.1574889447092562,0.16797563762032183,0.16819069917383547,100,0.07444861432378164,0.0708844725142643,0.04547300399584622,0.14858568704671407,0.1785109159917358,100,0.011724833704918787,0.011163520772543761,0.007161495412065612,0.0234006030518868,0.028113495778621156
partial_volume_triplet,partial_volume_triplet_fiso0.70,8,0.7,partial_volume,Isotropic fraction,0.17239298214409332,0.17892325349675733,0.17833965682515807,100,0.046895095805332125,0.037887928849893775,0.033551697835260776,0.08886465340124981,0.1444605616675157,100,0.008084385413814168,0.006531613041696416,0.005784077245818125,0.0153196426070427,0.024903987028073726
